"DETAILED_FUTURE_REGEN","First Name","Common Name","Last Name","Birth date","Nation","Favourite Team","Ethnicity","Skin Tone","Hair Colour","Height(in cm)","Weight(in kg)","Preferred Foot","Preferred Position","Favourite Number","Birth City","CA","PA","Club ID"
"DETAILED_FUTURE_REGEN","Bojia","Chen Bojia","Chen","22/08/2005","110","","10","7","5","177","71","2","MIDFIELDER_CENTRAL","","128055","96","-7","67248767"
"DETAILED_FUTURE_REGEN","Enze","Song Enze","Song","01/09/2005","110","","10","8","5","181","74","2","MIDFIELDER_CENTRAL","","128057","96","-7","55001196"
"DETAILED_FUTURE_REGEN","Fangze","Ning Fangze","Ning","11/09/2005","110","","10","6","5","178","69","3","ATTACKER_CENTRAL","","5627428","96","-7","788904"
"DETAILED_FUTURE_REGEN","Han","Yu Han","Yu","20/09/2005","110","","10","7","5","176","68","2","MIDFIELDER_CENTRAL","","128057","96","-7","8875762"
"DETAILED_FUTURE_REGEN","Kunhao","Qiao Kunhao","Qiao","30/10/2005","110","","10","8","5","176","69","2","ATTACKING_MIDFIELDER_CENTRAL","","128042","96","-7","4212400"
"DETAILED_FUTURE_REGEN","Tianyi","Wang Tianyi","Wang","02/12/2005","110","","10","8","5","178","71","3","ATTACKER_CENTRAL","","131146","97","-8","1777"
"DETAILED_FUTURE_REGEN","Ruixi","Ma Ruixi","Ma","01/01/2006","110","","10","7","5","176","69","2","ATTACKING_MIDFIELDER_CENTRAL","","128050","96","-7","5745180"
"DETAILED_FUTURE_REGEN","Shichao","Hao Shichao","Hao","01/01/2006","110","","10","8","5","175","68","2","MIDFIELDER_CENTRAL","","128050","96","-7","5745180"
"DETAILED_FUTURE_REGEN","Jun","Yan Jun","Yan","01/01/2006","110","","10","8","5","184","75","2","DEFENDER_CENTRAL","","103194","96","-7","4203009"
"DETAILED_FUTURE_REGEN","Mingda","Wang Mingda","Wang","01/01/2006","110","","10","7","5","181","74","2","ATTACKER_CENTRAL","","128048","96","-7","5745180"
"DETAILED_FUTURE_REGEN","Jincheng","Liu Jincheng","Liu","09/01/2006","110","","10","7","5","175","69","2","MIDFIELDER_CENTRAL","","128046","96","-7","4212153"
"DETAILED_FUTURE_REGEN","Haowen","Wang Haowen","Wang","17/02/2006","110","","10","7","5","185","78","2","DEFENDER_CENTRAL","","131231","96","-7","1714"
"DETAILED_FUTURE_REGEN","Marcel","Wang Hanlong","Petrov","20/03/2006","795","","10","2","2","175","68","3","ATTACKING_MIDFIELDER_CENTRAL","","128046","97","-8","1639"
"DETAILED_FUTURE_REGEN","Qingbin","Zhou Qingbin","Zhou","01/01/2007","110","","10","7","5","179","73","3","DEFENDER_LEFT_SIDE","","128046","96","-7","1675"
"DETAILED_FUTURE_REGEN","Chuwei","Ai Chuwei","Ai","01/01/2007","38","","10","18","5","190","82","3","ATTACKER_CENTRAL","","128055","97","-8","2000328121"
"DETAILED_FUTURE_REGEN","Lexuan","Wang Lexuan","Wang","01/05/2007","110","","10","6","5","178","69","3","ATTACKING_MIDFIELDER_CENTRAL","","131171","96","-7","67128847"
"DETAILED_FUTURE_REGEN","Sikuan","Meng Sikuan","Meng","13/06/2007","110","","10","8","5","176","70","2","MIDFIELDER_CENTRAL","","128055","96","-7","1675"
"DETAILED_FUTURE_REGEN","Shenghao","Huang Shenghao","Huang","01/08/2007","38","","10","18","5","179","73","3","MIDFIELDER_CENTRAL","","128055","97","-8","2000328121"
"DETAILED_FUTURE_REGEN","San","Liao Yangyang","Novak","30/10/2007","795","","10","3","3","172","67","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","128059","97","-8","1639"
"DETAILED_FUTURE_REGEN","Qinyuan","Xue Qinyu","Xue","26/11/2007","110","","10","8","5","177","73","3","MIDFIELDER_CENTRAL","","128055","96","-7","814086"
"DETAILED_FUTURE_REGEN","Qinyu","Wan Qinyu","Wan","01/01/2008","110","","10","8","5","175","72","3","MIDFIELDER_CENTRAL","","128055","96","-7","824393"
"DETAILED_FUTURE_REGEN","Ryan","","Liu","01/01/2008","110","","10","6","5","178","74","2","ATTACKING_MIDFIELDER_CENTRAL","","100062","97","-8","679"
"DETAILED_FUTURE_REGEN","Tianze","Xu Tianze","Xu","01/01/2008","110","","10","7","5","182","73","2","DEFENDER_RIGHT_SIDE","","131171","96","-7","109031"
"DETAILED_FUTURE_REGEN","Haozhou","Sun Haozhou","Sun","01/01/2008","110","","10","8","5","181","73","2","DEFENDER_RIGHT_SIDE","","128055","96","-7","4203009"
"DETAILED_FUTURE_REGEN","Lianfeng","Bai Lianfeng","Bai","01/01/2008","110","","10","8","5","176","68","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","103194","96","-7","1675"
"DETAILED_FUTURE_REGEN","Luca","","Chen","01/01/2008","110","","10","7","5","185","78","3","DEFENDER_CENTRAL","","72043493","96","-7","814086"
"DETAILED_FUTURE_REGEN","Muyuan","Tian Muyuan","Tian","01/01/2008","110","","10","8","5","176","72","2","DEFENDER_RIGHT_SIDE","","128057","96","-7","4212118"
"DETAILED_FUTURE_REGEN","Julian","","Vorlander","05/01/2008","771","","0","6","5","190","83","2","DEFENDER_CENTRAL","","879547","99","-9","121182"
"DETAILED_FUTURE_REGEN","Austin","","Su","05/01/2008","110","","10","5","5","185","79","3","MIDFIELDER_CENTRAL","","106625","96","-7","2006962"
"DETAILED_FUTURE_REGEN","Debao","Han Debao","Han","31/01/2008","110","","10","8","5","176","70","2","ATTACKING_MIDFIELDER_CENTRAL","","128039","96","-7","4203009"
"DETAILED_FUTURE_REGEN","José Antonio","Ximénez","Jiménez","10/02/2008","796","","1","8","3","174","73","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","383","99","-9","1717"
"DETAILED_FUTURE_REGEN","Isaac","Isaac Chin","Tortola","21/02/2008","110","","10","7","5","182","76","3","ATTACKING_MIDFIELDER_CENTRAL","","491","96","-7","2006962"
"DETAILED_FUTURE_REGEN","Michael","","Johnson","24/02/2008","765","","0","5","2","183","79","2","MIDFIELDER_CENTRAL","","Urmston","102","165","679"
"DETAILED_FUTURE_REGEN","Mathys","","Valery","08/03/2008","769","","3","18","2","180","77","2","DEFENDER_CENTRAL","","287","99","-9","868"
"DETAILED_FUTURE_REGEN","Maxwell","","Cecil","28/03/2008","765","","0","3","2","185","77","2","DEFENDER_CENTRAL","","100035","99","-9","685"
"DETAILED_FUTURE_REGEN","Conn","","Harty","03/04/2008","789","","0","5","3","179","76","2","MIDFIELDER_CENTRAL","","1300900","99","-9","700"
"DETAILED_FUTURE_REGEN","Shijie","Zhou Shijie","Zhou","16/04/2008","110","","10","7","5","190","82","2","GOALKEEPER","","128046","96","-7","4212153"
"DETAILED_FUTURE_REGEN","Thibaut","","Espinas","07/05/2008","769","","1","7","1","180","75","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","8426350","99","-9","866"
"DETAILED_FUTURE_REGEN","Ørjan","","Njord","17/05/2008","786","","0","5","1","186","80","2","ATTACKER_CENTRAL","","800005","99","-9","1376"
"DETAILED_FUTURE_REGEN","Haoran","Zhang Haoran","Zhang","20/05/2008","110","","10","7","5","176","69","3","MIDFIELDER_CENTRAL","","131171","96","-7","67128847"
"DETAILED_FUTURE_REGEN","Minjun","Piao Minjun","Piao","07/06/2008","110","","10","8","5","186","74","3","DEFENDER_CENTRAL","","128061","96","-7","4212780"
"DETAILED_FUTURE_REGEN","Jiale","Qu Jiale","Qu","11/06/2008","110","","10","8","5","176","74","3","MIDFIELDER_CENTRAL","","1016689","96","-7","4212118"
"DETAILED_FUTURE_REGEN","Holger","","Nachtegall","14/06/2008","764","","0","5","5","176","73","2","DEFENDER_RIGHT_SIDE","","131","99","-9","483"
"DETAILED_FUTURE_REGEN","Tomasso","","Cellini","19/06/2008","776","","1","7","3","178","76","2","MIDFIELDER_CENTRAL","","831256","99","-9","1099"
"DETAILED_FUTURE_REGEN","Maxwell","","Eddington","23/07/2008","793","","0","3","1","169","72","3","DEFENDER_LEFT_SIDE","","102610","99","-9","1575"
"DETAILED_FUTURE_REGEN","Laurentiu","","Iorga","30/07/2008","790","","1","10","5","181","75","2","MIDFIELDER_CENTRAL","","1300939","99","-9","2000104441"
"DETAILED_FUTURE_REGEN","Phillipp","","Ostwald","01/08/2008","771","","0","4","2","180","72","2","ATTACKING_MIDFIELDER_CENTRAL","","600","99","-9","91013388"
"DETAILED_FUTURE_REGEN","Di","Xiong Di","Xiong","08/08/2008","110","","10","7","5","173","68","2","DEFENDER_LEFT_SIDE","","128057","96","-7","4212118"
"DETAILED_FUTURE_REGEN","Marcos Filipe","Castello","de Silva","15/08/2008","1651","","3","13","5","173","66","2","ATTACKER_CENTRAL","","302623","99","-9","326"
"DETAILED_FUTURE_REGEN","Chen","Wang Chen","Wang","21/08/2008","110","","10","6","5","187","81","3","GOALKEEPER","","5620172","96","-7","55024370"
"DETAILED_FUTURE_REGEN","Hongfu","Zhang Hongfu","Zhang","22/08/2008","48","","10","18","5","189","82","3","DEFENDER_CENTRAL","","128055","97","-8","4212118"
"DETAILED_FUTURE_REGEN","Alexander","","Kelsen","11/09/2008","755","","0","5","3","187","82","2","GOALKEEPER","","5604462","99","-9","154"
"DETAILED_FUTURE_REGEN","Cvetan","","Daric","18/09/2008","802","","1","5","5","179","74","2","DEFENDER_CENTRAL","","131117","99","-9","1955"
"DETAILED_FUTURE_REGEN","Dylan","","Matt","21/09/2008","801","","0","6","2","174","67","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","1301298","99","-9","724"
"DETAILED_FUTURE_REGEN","Ningshuo","Duan Ningshuo","Duan","28/09/2008","110","","10","8","5","178","69","2","MIDFIELDER_CENTRAL","","1023792","96","-7","814926"
"DETAILED_FUTURE_REGEN","Ekaitz","Baroja","Baroja Fernández","31/10/2008","796","","1","7","3","185","80","2","ATTACKER_CENTRAL","","362","99","-9","1728"
"DETAILED_FUTURE_REGEN","Gunnar","","Stromer","02/11/2008","797","","0","4","2","185","77","2","DEFENDER_CENTRAL","","431","99","-9","1780"
"DETAILED_FUTURE_REGEN","Alexei","","Ivanov","24/12/2008","791","","0","8","3","188","78","2","GOALKEEPER","","1301077","99","-9","1518"
"DETAILED_FUTURE_REGEN","Joaquim Moura","Miranda","Miranda Valente","26/12/2008","788","","1","9","5","179","74","2","ATTACKING_MIDFIELDER_CENTRAL","","840","99","-9","2386"
"DETAILED_FUTURE_REGEN","Fraser","","Burchett","29/12/2008","1435","","6","8","3","178","69","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","104448","99","-9","1300489"
"DETAILED_FUTURE_REGEN","Eugeni","","Chan","01/01/2009","110","","10","6","5","178","73","3","ATTACKING_MIDFIELDER_RIGHT_SIDE","","370","96","-7","814086"
"DETAILED_FUTURE_REGEN","Feiniya","Wang Feiniya","Wang","01/01/2009","11","","10","18","5","178","72","3","ATTACKING_MIDFIELDER_CENTRAL","","128055","97","-8","409"
"DETAILED_FUTURE_REGEN","Fengyi","Zhao Fengyi","Zhao","01/01/2009","110","","10","8","5","176","72","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","5620172","96","-7","131162"
"DETAILED_FUTURE_REGEN","Junpeng","Li Junpeng","Li","01/01/2009","110","","10","8","5","183","74","2","DEFENDER_CENTRAL","","128048","96","-7","116403"
"DETAILED_FUTURE_REGEN","Bolin","Zhang Bolin","Zhang","01/01/2009","110","","10","7","5","179","73","2","ATTACKER_CENTRAL","","5620172","96","-7","131162"
"DETAILED_FUTURE_REGEN","Bojia","Zhang Bojia","Zhang","02/01/2009","110","","10","8","5","175","68","2","MIDFIELDER_CENTRAL","","128055","96","-7","814101"
"DETAILED_FUTURE_REGEN","Haoyuan","He Haoyuan","He","17/01/2009","110","","10","6","5","174","68","3","ATTACKING_MIDFIELDER_CENTRAL","","1016769","96","-7","23292170"
"DETAILED_FUTURE_REGEN","Boyu","Gu Boyu","Gu","17/01/2009","110","","10","6","5","178","67","3","MIDFIELDER_CENTRAL","","5628900","96","-7","414"
"DETAILED_FUTURE_REGEN","Luis","","Perea","30/01/2009","1653","","3","15","3","181","77","2","DEFENDER_CENTRAL","","8826920","102","167","425"
"DETAILED_FUTURE_REGEN","Jiahui","Chen Jiahui","Chen","04/02/2009","110","","10","8","5","179","73","2","ATTACKER_CENTRAL","","1003256","96","-7","4212780"
"DETAILED_FUTURE_REGEN","Anastasios","","Skalidis","08/02/2009","772","","1","3","3","178","71","2","ATTACKER_CENTRAL","","Salonika","102","169","982"
"DETAILED_FUTURE_REGEN","António","Tó Madeira","Lopes","09/02/2009","788","","1","2","5","190","75","2","ATTACKER_CENTRAL","","740497","102","169","83255937"
"DETAILED_FUTURE_REGEN","Jingqi","Jiang Jingqi","Zago","18/02/2009","110","","10","8","5","178","72","3","ATTACKING_MIDFIELDER_CENTRAL","","103194","97","-8","961"
"DETAILED_FUTURE_REGEN","João Fernando","Fernando Baiano","Nelo","18/03/2009","1651","","9","13","5","184","85","2","ATTACKER_CENTRAL","","107183","102","168","319"
"DETAILED_FUTURE_REGEN","Chengtao","Li Chengtao","Li","18/03/2009","110","","10","8","5","173","65","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","128055","96","-7","67035574"
"DETAILED_FUTURE_REGEN","Peter","","Luccin","09/04/2009","769","","9","9","5","181","75","3","MIDFIELDER_CENTRAL","","207","102","168","825"
"DETAILED_FUTURE_REGEN","Shenghan","Cheng Shenghan","Cheng","10/04/2009","110","","10","8","5","181","76","3","ATTACKER_CENTRAL","","5636660","96","-7","4212780"
"DETAILED_FUTURE_REGEN","Cheon-Hae","Quan Tianhai","Chun","07/06/2009","110","","10","4","3","168","61","3","ATTACKER_CENTRAL","","107279","101","154","107296"
"DETAILED_FUTURE_REGEN","Łukasz","","Kubiak","15/06/2009","787","","0","5","3","179","73","3","ATTACKER_CENTRAL","","1300858","102","168","1456"
"DETAILED_FUTURE_REGEN","Michał","","Kubica","24/07/2009","787","","0","5","3","182","78","3","ATTACKER_CENTRAL","","1300858","102","168","710027"
"DETAILED_FUTURE_REGEN","Mengyang","Lyu Mengyang","Lyu","01/08/2009","110","","10","8","5","175","68","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","5620171","97","-8","4203009"
"DETAILED_FUTURE_REGEN","Mengzhou","Lyu Mengzhou","Lyu","01/08/2009","110","","10","8","5","175","69","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","5620171","97","-8","4203009"
"DETAILED_FUTURE_REGEN","Ivica","","Olic","14/09/2009","761","","0","7","2","183","81","3","ATTACKER_CENTRAL","","1300226","102","164","2247"
"DETAILED_FUTURE_REGEN","Mohamed","","Kallon","06/10/2009","43","","3","17","5","180","71","2","ATTACKING_MIDFIELDER_CENTRAL","","103064","102","168","5390134"
"DETAILED_FUTURE_REGEN","Gonzalo","","Sorondo","09/10/2009","1657","","1","8","5","190","82","3","DEFENDER_CENTRAL","","102998","102","169","1919"
"DETAILED_FUTURE_REGEN","Mamadou","","Niang","13/10/2009","41","","3","18","3","178","80","2","ATTACKER_CENTRAL","","103062","102","165","856"
"DETAILED_FUTURE_REGEN","Tianci","Wu Tianci","Wu","12/12/2009","110","","10","6","5","182","78","2","MIDFIELDER_CENTRAL","","128046","96","-7","4203009"
"DETAILED_FUTURE_REGEN","Minyu","Jiang Minyu","Jiang","23/12/2009","110","","10","8","5","177","71","2","MIDFIELDER_CENTRAL","","128042","96","-7","1710"
"DETAILED_FUTURE_REGEN","Hexi","Li Hexi","Li","01/01/2010","110","","10","7","5","175","69","2","ATTACKER_CENTRAL","","128050","96","-7","4212228"
"DETAILED_FUTURE_REGEN","Jianan","Li Jianan","Li","01/01/2010","110","","10","7","5","178","74","3","ATTACKER_CENTRAL","","131221","96","-7","1675"
"DETAILED_FUTURE_REGEN","Kaiyuan","Liu Kaiyuan","Liu","01/01/2010","110","","10","6","5","179","68","3","ATTACKER_CENTRAL","","131204","96","-7","67035574"
"DETAILED_FUTURE_REGEN","Chien","","Ha","01/01/2010","110","","5","5","5","179","73","2","ATTACKING_MIDFIELDER_CENTRAL","","100062","97","-8","679"
"DETAILED_FUTURE_REGEN","Dongchen","Li Dongchen","Li","01/01/2010","110","","10","8","5","184","76","2","DEFENDER_CENTRAL","","103194","96","-7","4203009"
"DETAILED_FUTURE_REGEN","Dongze","Liu Dongze","Liu","01/01/2010","110","","10","8","5","174","68","2","MIDFIELDER_CENTRAL","","103194","96","-7","1687"
"DETAILED_FUTURE_REGEN","Federico","","Insúa","03/01/2010","1649","","1","12","3","179","75","3","ATTACKING_MIDFIELDER_CENTRAL","","102431","102","164","78"
"DETAILED_FUTURE_REGEN","Claudio","","Maldonado","03/01/2010","1652","","7","12","3","174","74","2","MIDFIELDER_CENTRAL","","Lontué","102","169","399"
"DETAILED_FUTURE_REGEN","Luís Miguel","Miguel","Garcia Monteiro","04/01/2010","788","","3","13","3","175","65","2","DEFENDER_RIGHT_SIDE","","Lisbon","102","168","1487"
"DETAILED_FUTURE_REGEN","Sebastian","","Deisler","05/01/2010","771","","0","7","3","182","71","2","ATTACKING_MIDFIELDER_CENTRAL","","8700697","103","176","908"
"DETAILED_FUTURE_REGEN","Steed","","Malbranque","06/01/2010","769","","0","7","3","171","74","4","ATTACKING_MIDFIELDER_RIGHT_SIDE","","7","102","164","865"
"DETAILED_FUTURE_REGEN","Leonardo","","Astrada","06/01/2010","1649","","1","9","5","171","68","3","DEFENDER_CENTRAL","","102431","102","165","94"
"DETAILED_FUTURE_REGEN","Alessandro","Mancini","Faiolhe Amantino","08/01/2010","1651","","9","13","5","183","87","4","ATTACKING_MIDFIELDER_RIGHT_SIDE","","102499","103","170","314"
"DETAILED_FUTURE_REGEN","Francisco","","Pavón","09/01/2010","796","","1","5","3","188","83","2","DEFENDER_CENTRAL","","Getafe","102","164","1736"
"DETAILED_FUTURE_REGEN","Igor","","Netto","09/01/2010","791","","0","6","2","177","75","2","MIDFIELDER_CENTRAL","","1301073","103","176","1529"
"DETAILED_FUTURE_REGEN","Nelson","","Cuevas","10/01/2010","1655","","1","7","3","175","70","4","ATTACKING_MIDFIELDER_RIGHT_SIDE","","Asunción","102","167","94"
"DETAILED_FUTURE_REGEN","Geovanni","Géovanni","Deiberson Maurício Gómez","11/01/2010","1651","","3","16","5","171","67","2","ATTACKING_MIDFIELDER_CENTRAL","","746732","102","169","321"
"DETAILED_FUTURE_REGEN","Gökdeniz","","Karadeniz","11/01/2010","799","","2","7","5","168","68","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","450207","102","165","1879"
"DETAILED_FUTURE_REGEN","Valeri","Shin Eui-Son","Sarychev","12/01/2010","135","","10","3","3","192","85","3","GOALKEEPER","","103226","102","164","59025577"
"DETAILED_FUTURE_REGEN","Seydou","","Keïta","16/01/2010","31","","3","16","5","183","77","3","MIDFIELDER_CENTRAL","","103052","103","174","866"
"DETAILED_FUTURE_REGEN","Shihao","Ma Shihao","Ma","16/01/2010","110","","10","8","5","182","73","3","ATTACKING_MIDFIELDER_CENTRAL","","128048","96","-7","814086"
"DETAILED_FUTURE_REGEN","He","Xie He","Xie","16/01/2010","110","","10","8","5","176","68","2","ATTACKING_MIDFIELDER_CENTRAL","","103194","97","-8","814086"
"DETAILED_FUTURE_REGEN","Robert","","Green","19/01/2010","765","","0","1","1","191","93","4","GOALKEEPER","","Chertsey","102","160","691"
"DETAILED_FUTURE_REGEN","Mauro","","Tassotti","19/01/2010","776","","1","6","3","177","72","2","DEFENDER_RIGHT_SIDE","","553","103","174","1140"
"DETAILED_FUTURE_REGEN","Evgeniy","","Aldonin","22/01/2010","791","","0","1","3","179","72","3","MIDFIELDER_CENTRAL","","Alupka","102","163","1527"
"DETAILED_FUTURE_REGEN","Jonathan","","Woodgate","22/01/2010","765","","0","5","3","188","85","2","DEFENDER_CENTRAL","","100064","103","170","671"
"DETAILED_FUTURE_REGEN","Josef","","Hügi","23/01/2010","799","","0","6","2","173","68","3","ATTACKER_CENTRAL","","1301199","103","172","1849"
"DETAILED_FUTURE_REGEN","Moreno","","Torricelli","23/01/2010","776","","1","8","5","184","82","4","DEFENDER_LEFT_SIDE","","7983013","103","172","834830"
"DETAILED_FUTURE_REGEN","Roberto","","Bonano","24/01/2010","1649","","1","8","5","186","83","2","GOALKEEPER","","102433","102","167","95"
"DETAILED_FUTURE_REGEN","Jofre","Jofre","Mateu","24/01/2010","796","","1","6","3","170","67","4","ATTACKING_MIDFIELDER_LEFT_SIDE","","Lleida","102","163","1708"
"DETAILED_FUTURE_REGEN","Jun","Liu Jun","Liu","25/01/2010","110","","10","8","5","177","67","3","ATTACKING_MIDFIELDER_RIGHT_SIDE","","128046","101","155","414"
"DETAILED_FUTURE_REGEN","Peter","","Løvenkrands","29/01/2010","764","","0","7","2","181","68","3","ATTACKER_CENTRAL","","61","102","162","2123"
"DETAILED_FUTURE_REGEN","Ivan","","Klasnic","29/01/2010","761","","0","5","2","185","76","3","ATTACKER_CENTRAL","","612","102","167","946"
"DETAILED_FUTURE_REGEN","Alen","","Bokšić","31/01/2010","761","","0","5","2","187","83","4","ATTACKER_CENTRAL","","35000122","103","172","433"
"DETAILED_FUTURE_REGEN","Fuqian","Jin Fuqian","Jin","01/02/2010","110","","10","6","5","167","65","3","ATTACKING_MIDFIELDER_CENTRAL","","128061","96","-7","130777"
"DETAILED_FUTURE_REGEN","Óscar","","Córdoba","03/02/2010","1653","","1","9","5","186","83","2","GOALKEEPER","","303777","102","168","427"
"DETAILED_FUTURE_REGEN","Kevin","","Campbell","04/02/2010","765","","3","17","5","185","84","4","ATTACKER_CENTRAL","","100023","102","167","602"
"DETAILED_FUTURE_REGEN","Mingyu","Ma Mingyu","Ma","04/02/2010","110","","10","8","5","176","74","3","MIDFIELDER_CENTRAL","","128059","101","155","23447397"
"DETAILED_FUTURE_REGEN","Fedor","","Smolov","09/02/2010","791","","0","1","3","187","80","2","ATTACKER_CENTRAL","","Saratov","102","163","1520"
"DETAILED_FUTURE_REGEN","Angelos","","Charisteas","09/02/2010","772","","1","7","2","191","82","2","ATTACKER_CENTRAL","","129639","102","167","969"
"DETAILED_FUTURE_REGEN","Enzo","","Maresca","10/02/2010","776","","1","7","2","180","77","2","MIDFIELDER_CENTRAL","","1413393","102","168","1139"
"DETAILED_FUTURE_REGEN","Mark","","Bresciano","11/02/2010","1435","","0","2","3","183","73","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","104446","102","163","1126"
"DETAILED_FUTURE_REGEN","Bryan","","Roy","12/02/2010","387","","3","15","5","178","74","4","ATTACKING_MIDFIELDER_LEFT_SIDE","","715","103","170","992"
"DETAILED_FUTURE_REGEN","Sebastian","","Kehl","13/02/2010","771","","0","6","2","188","80","3","DEFENDER_CENTRAL","","121237","103","170","121215"
"DETAILED_FUTURE_REGEN","Francisco","","Wang","14/02/2010","110","","10","7","5","174","68","2","ATTACKING_MIDFIELDER_CENTRAL","","819","98","-8","1487"
"DETAILED_FUTURE_REGEN","Siyu","Wang Siyu","Wang","15/02/2010","110","","10","7","5","172","63","2","ATTACKING_MIDFIELDER_CENTRAL","","103194","96","-7","4212780"
"DETAILED_FUTURE_REGEN","Angelo","","Peruzzi","16/02/2010","776","","1","5","3","181","87","2","GOALKEEPER","","7982998","103","172","1100"
"DETAILED_FUTURE_REGEN","Massimo","","Taibi","18/02/2010","776","","0","2","2","190","82","3","GOALKEEPER","","489","102","165","7983162"
"DETAILED_FUTURE_REGEN","Guillermo","","Pereyra","20/02/2010","1649","","1","9","3","183","75","2","MIDFIELDER_CENTRAL","","3101437","102","164","94"
"DETAILED_FUTURE_REGEN","Jimmy","","Greaves","20/02/2010","765","","1","6","2","173","74","4","ATTACKER_CENTRAL","","100023","103","179","630"
"DETAILED_FUTURE_REGEN","Cong","Chen Cong","Chen","21/02/2010","110","","10","7","5","175","67","2","MIDFIELDER_CENTRAL","","128055","96","-7","4212780"
"DETAILED_FUTURE_REGEN","Mathieu","","Berson","23/02/2010","769","","1","7","3","180","73","2","MIDFIELDER_CENTRAL","","Vannes","102","162","846"
"DETAILED_FUTURE_REGEN","Denis","","Law","24/02/2010","793","","1","6","2","175","74","4","ATTACKER_CENTRAL","","Aberdeen","104","182","664"
"DETAILED_FUTURE_REGEN","Jurica","","Jerković","25/02/2010","761","","0","7","3","175","68","2","ATTACKING_MIDFIELDER_CENTRAL","","1300218","102","165","433"
"DETAILED_FUTURE_REGEN","Lintong","Zhang Lintong","Zhang","25/02/2010","110","","10","8","5","178","73","2","ATTACKING_MIDFIELDER_CENTRAL","","103194","97","-8","4212118"
"DETAILED_FUTURE_REGEN","Hui","Li Hui","Li","27/02/2010","110","","10","8","5","175","70","4","ATTACKING_MIDFIELDER_CENTRAL","","103194","101","152","406"
"DETAILED_FUTURE_REGEN","Christian","","Poulsen","28/02/2010","764","","0","5","1","181","76","2","MIDFIELDER_CENTRAL","","940367","102","165","940366"
"DETAILED_FUTURE_REGEN","Juan","","Simón","02/03/2010","1649","","1","4","1","190","80","2","DEFENDER_CENTRAL","","102433","102","168","91"
