"DETAILED_FUTURE_REGEN","First Name","Common Name","Last Name","Birth date","Nation","Favourite Team","Ethnicity","Skin Tone","Hair Colour","Height(in cm)","Weight(in kg)","Preferred Foot","Preferred Position","Favourite Number","Birth City","CA","PA","Club ID"
"DETAILED_FUTURE_REGEN","Hongfu","Zhang Hongfu","Zhang","22/08/2008","48","","10","18","5","189","82","3","DEFENDER_CENTRAL","","128055","97","-8","4212118"
"DETAILED_FUTURE_REGEN","Gunnar","","Stromer","02/11/2008","797","","0","4","2","185","77","2","DEFENDER_CENTRAL","","431","99","-9","1780"
"DETAILED_FUTURE_REGEN","Joaquim Moura","Miranda","Miranda Valente","26/12/2008","788","","1","9","5","179","74","2","ATTACKING_MIDFIELDER_CENTRAL","","840","99","-9","2386"
"DETAILED_FUTURE_REGEN","Fraser","","Burchett","29/12/2008","1435","","6","8","3","178","69","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","104448","99","-9","1300489"
"DETAILED_FUTURE_REGEN","Eugeni","","Chan","01/01/2009","110","","10","6","5","178","73","3","ATTACKING_MIDFIELDER_RIGHT_SIDE","","370","96","-7","814086"
"DETAILED_FUTURE_REGEN","Feiniya","Wang Feiniya","Wang","01/01/2009","11","","10","18","5","178","72","3","ATTACKING_MIDFIELDER_CENTRAL","","128055","97","-8","409"
"DETAILED_FUTURE_REGEN","Fengyi","Zhao Fengyi","Zhao","01/01/2009","110","","10","8","5","176","72","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","5620172","96","-7","131162"
"DETAILED_FUTURE_REGEN","Haoyuan","He Haoyuan","He","17/01/2009","110","","10","6","5","174","68","3","ATTACKING_MIDFIELDER_CENTRAL","","1016769","96","-7","23292170"
"DETAILED_FUTURE_REGEN","Jiahui","Chen Jiahui","Chen","04/02/2009","110","","10","8","5","179","73","2","ATTACKER_CENTRAL","","1003256","96","-7","4212780"
"DETAILED_FUTURE_REGEN","Jingqi","Jiang Jingqi","Zago","18/02/2009","110","","10","8","5","178","72","3","ATTACKING_MIDFIELDER_CENTRAL","","103194","97","-8","961"
"DETAILED_FUTURE_REGEN","João Fernando","Fernando Baiano","Nelo","18/03/2009","1651","","9","13","5","184","85","2","ATTACKER_CENTRAL","","107183","102","168","319"
"DETAILED_FUTURE_REGEN","Ivica","","Olic","14/09/2009","761","","0","7","2","183","81","3","ATTACKER_CENTRAL","","1300226","102","164","2247"
"DETAILED_FUTURE_REGEN","Gonzalo","","Sorondo","09/10/2009","1657","","1","8","5","190","82","3","DEFENDER_CENTRAL","","102998","102","169","1919"
"DETAILED_FUTURE_REGEN","Hexi","Li Hexi","Li","01/01/2010","110","","10","7","5","175","69","2","ATTACKER_CENTRAL","","128050","96","-7","4212228"
"DETAILED_FUTURE_REGEN","Jianan","Li Jianan","Li","01/01/2010","110","","10","7","5","178","74","3","ATTACKER_CENTRAL","","131221","96","-7","1675"
"DETAILED_FUTURE_REGEN","Federico","","Insúa","03/01/2010","1649","","1","12","3","179","75","3","ATTACKING_MIDFIELDER_CENTRAL","","102431","102","164","78"
"DETAILED_FUTURE_REGEN","Francisco","","Pavón","09/01/2010","796","","1","5","3","188","83","2","DEFENDER_CENTRAL","","Getafe","102","164","1736"
"DETAILED_FUTURE_REGEN","Igor","","Netto","09/01/2010","791","","0","6","2","177","75","2","MIDFIELDER_CENTRAL","","1301073","103","176","1529"
"DETAILED_FUTURE_REGEN","Geovanni","Géovanni","Deiberson Maurício Gómez","11/01/2010","1651","","3","16","5","171","67","2","ATTACKING_MIDFIELDER_CENTRAL","","746732","102","169","321"
"DETAILED_FUTURE_REGEN","Gökdeniz","","Karadeniz","11/01/2010","799","","2","7","5","168","68","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","450207","102","165","1879"
"DETAILED_FUTURE_REGEN","He","Xie He","Xie","16/01/2010","110","","10","8","5","176","68","2","ATTACKING_MIDFIELDER_CENTRAL","","103194","97","-8","814086"
"DETAILED_FUTURE_REGEN","Evgeniy","","Aldonin","22/01/2010","791","","0","1","3","179","72","3","MIDFIELDER_CENTRAL","","Alupka","102","163","1527"
"DETAILED_FUTURE_REGEN","Jonathan","","Woodgate","22/01/2010","765","","0","5","3","188","85","2","DEFENDER_CENTRAL","","100064","103","170","671"
"DETAILED_FUTURE_REGEN","Jofre","Jofre","Mateu","24/01/2010","796","","1","6","3","170","67","4","ATTACKING_MIDFIELDER_LEFT_SIDE","","Lleida","102","163","1708"
"DETAILED_FUTURE_REGEN","Ivan","","Klasnic","29/01/2010","761","","0","5","2","185","76","3","ATTACKER_CENTRAL","","612","102","167","946"
"DETAILED_FUTURE_REGEN","Fuqian","Jin Fuqian","Jin","01/02/2010","110","","10","6","5","167","65","3","ATTACKING_MIDFIELDER_CENTRAL","","128061","96","-7","130777"
"DETAILED_FUTURE_REGEN","Fedor","","Smolov","09/02/2010","791","","0","1","3","187","80","2","ATTACKER_CENTRAL","","Saratov","102","163","1520"
"DETAILED_FUTURE_REGEN","Enzo","","Maresca","10/02/2010","776","","1","7","2","180","77","2","MIDFIELDER_CENTRAL","","1413393","102","168","1139"
"DETAILED_FUTURE_REGEN","Francisco","","Wang","14/02/2010","110","","10","7","5","174","68","2","ATTACKING_MIDFIELDER_CENTRAL","","819","98","-8","1487"
"DETAILED_FUTURE_REGEN","Guillermo","","Pereyra","20/02/2010","1649","","1","9","3","183","75","2","MIDFIELDER_CENTRAL","","3101437","102","164","94"
"DETAILED_FUTURE_REGEN","Jimmy","","Greaves","20/02/2010","765","","1","6","2","173","74","4","ATTACKER_CENTRAL","","100023","103","179","630"
"DETAILED_FUTURE_REGEN","Hui","Li Hui","Li","27/02/2010","110","","10","8","5","175","70","4","ATTACKING_MIDFIELDER_CENTRAL","","103194","101","152","406"
"DETAILED_FUTURE_REGEN","Gabriel","","Cedrés","03/03/2010","1657","","1","7","5","175","69","4","ATTACKING_MIDFIELDER_CENTRAL","","8825394","103","171","1922"
"DETAILED_FUTURE_REGEN","Florin","","Răducioiu","17/03/2010","790","","0","1","2","180","74","3","ATTACKER_CENTRAL","","1300927","103","171","1500"
"DETAILED_FUTURE_REGEN","Gianpaolo","","Bellini","27/03/2010","776","","0","5","5","181","78","4","DEFENDER_LEFT_SIDE","","Sarnico","102","167","1106"
"DETAILED_FUTURE_REGEN","Joris","","Mathijsen","04/04/2010","784","","0","6","3","182","72","3","DEFENDER_CENTRAL","","Goirle","102","167","1047"
"DETAILED_FUTURE_REGEN","Grzegorz","","Lato","08/04/2010","787","","0","2","2","175","73","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","96013072","103","172","715911"
"DETAILED_FUTURE_REGEN","Jerko","","Leko","08/04/2010","761","","0","6","3","187","80","2","MIDFIELDER_CENTRAL","","Zagreb","102","164","432"
"DETAILED_FUTURE_REGEN","Jiayi","Shao Jiayi","Shao","10/04/2010","110","","10","8","5","188","78","3","ATTACKING_MIDFIELDER_CENTRAL","","103194","101","159","406"
"DETAILED_FUTURE_REGEN","Ferenc","","Mészáros","11/04/2010","773","","0","4","3","183","74","2","GOALKEEPER","","1300576","102","167","7520471"
"DETAILED_FUTURE_REGEN","Héctor","","Herrera","20/04/2010","379","","1","6","5","178","72","2","MIDFIELDER_CENTRAL","","135936","102","162","116204"
"DETAILED_FUTURE_REGEN","Jacey","","Carrick","30/04/2010","765","","0","2","3","185","74","4","MIDFIELDER_CENTRAL","","100065","100","-10","735"
"DETAILED_FUTURE_REGEN","Franco","","Baresi","08/05/2010","776","","1","5","3","176","70","2","DEFENDER_CENTRAL","","7983225","105","193","1099"
"DETAILED_FUTURE_REGEN","Haidong","Hao Haidong","Hao","09/05/2010","110","","10","8","5","181","80","2","ATTACKER_CENTRAL","","128050","102","164","2000337865"
"DETAILED_FUTURE_REGEN","Iuliu","","Baratky","14/05/2010","790","","0","6","2","181","74","2","ATTACKER_CENTRAL","","7540004","103","171","57189800"
"DETAILED_FUTURE_REGEN","Frank","","de Boer","15/05/2010","784","","0","6","3","179","75","3","DEFENDER_CENTRAL","","856523","104","181","992"
"DETAILED_FUTURE_REGEN","Hugo","","Leal","20/05/2010","788","","1","6","5","180","77","2","MIDFIELDER_CENTRAL","","843","102","163","1487"
"DETAILED_FUTURE_REGEN","George","Yonashiro Jōji","Yonashiro","28/05/2010","1651","","10","7","3","170","63","3","ATTACKING_MIDFIELDER_CENTRAL","","107183","102","163","1196"
"DETAILED_FUTURE_REGEN","Ivano","","Modrić","06/06/2010","761","","0","3","2","172","66","2","MIDFIELDER_CENTRAL","","1300216","100","-10","432"
"DETAILED_FUTURE_REGEN","Jorge","","Comas","09/06/2010","1649","","1","7","2","179","64","4","ATTACKER_CENTRAL","","3101459","102","165","102462"
"DETAILED_FUTURE_REGEN","Florent","","Malouda","12/06/2010","769","","3","15","5","177","80","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","919099","102","168","855"
"DETAILED_FUTURE_REGEN","Evaeverson","Brandão","Lemos da Silva","15/06/2010","1651","","9","13","3","189","78","4","ATTACKER_CENTRAL","","Brusque (SC)","102","167","324"
"DETAILED_FUTURE_REGEN","Ezequiel","","González","09/07/2010","1649","","1","9","5","178","76","4","ATTACKING_MIDFIELDER_CENTRAL","","102433","102","164","95"
"DETAILED_FUTURE_REGEN","Jair","Jair da Costa","da Costa","09/07/2010","1651","","3","12","2","173","68","3","ATTACKING_MIDFIELDER_RIGHT_SIDE","","Santo André","103","174","324"
"DETAILED_FUTURE_REGEN","Enrique","","Guaita","15/07/2010","776","","1","3","2","172","68","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","102435","103","178","85"
"DETAILED_FUTURE_REGEN","Jan","","Wouters","17/07/2010","784","","0","6","2","175","74","4","MIDFIELDER_CENTRAL","","740","102","165","1010"
"DETAILED_FUTURE_REGEN","Jason","","Culina","04/08/2010","1435","","0","1","3","175","75","2","MIDFIELDER_CENTRAL","","Sydney","102","162","992"
"DETAILED_FUTURE_REGEN","Javad","","Nekounam","07/08/2010","114","","2","8","2","186","78","2","ATTACKING_MIDFIELDER_CENTRAL","","103199","101","158","4212275"
"DETAILED_FUTURE_REGEN","José","","Molina","08/08/2010","796","","1","7","3","185","87","2","GOALKEEPER","","399","103","170","1775"
"DETAILED_FUTURE_REGEN","Gianluca","","Pessotto","11/08/2010","776","","1","3","2","173","72","4","DEFENDER_LEFT_SIDE","","7983027","103","170","1099"
"DETAILED_FUTURE_REGEN","Javier","","Chevantón","11/08/2010","1657","","1","11","3","178","68","2","ATTACKER_CENTRAL","","8829320","102","167","1918"
"DETAILED_FUTURE_REGEN","Jorge Luis","","Campos","11/08/2010","1655","","1","8","5","172","68","4","ATTACKING_MIDFIELDER_CENTRAL","","Asunción","102","165","102924"
"DETAILED_FUTURE_REGEN","Jan","","Kromkamp","16/08/2010","784","","0","5","2","188","87","2","DEFENDER_CENTRAL","","Makkinga","102","164","991"
"DETAILED_FUTURE_REGEN","Esteban","","Cambiasso","18/08/2010","1649","","1","5","2","177","78","3","MIDFIELDER_CENTRAL","","102431","103","170","91"
"DETAILED_FUTURE_REGEN","Gylmar","Gilmar","dos Santos Neves","22/08/2010","1651","","1","11","2","181","78","2","GOALKEEPER","","121267","104","183","319"
"DETAILED_FUTURE_REGEN","Giuseppe","","Meazza","23/08/2010","776","","1","6","2","169","71","4","ATTACKER_CENTRAL","","Milan","104","186","1135"
"DETAILED_FUTURE_REGEN","Gareth","","Southgate","03/09/2010","765","","0","9","3","183","80","2","DEFENDER_CENTRAL","","100094","103","172","642"
"DETAILED_FUTURE_REGEN","Francisco Javier","Xisco","Muñoz","04/09/2010","796","","1","7","3","175","69","4","ATTACKING_MIDFIELDER_LEFT_SIDE","","Manacor","102","162","1775"
"DETAILED_FUTURE_REGEN","Franco","","Costanzo","04/09/2010","1649","","1","9","3","187","84","2","GOALKEEPER","","3101437","103","170","94"
"DETAILED_FUTURE_REGEN","Gabriel","","Milito","06/09/2010","1649","","1","7","3","179","78","3","DEFENDER_CENTRAL","","955863","103","170","89"
"DETAILED_FUTURE_REGEN","Emre","","Belözoğlu","07/09/2010","799","","1","7","3","170","72","3","MIDFIELDER_CENTRAL","","1301222","102","167","1871"
"DETAILED_FUTURE_REGEN","José Carlos","Carlos Mozer","Nepomuceno Mozer","19/09/2010","1651","","9","13","3","186","80","2","DEFENDER_CENTRAL","","102498","102","169","322"
"DETAILED_FUTURE_REGEN","Emmanuel","","Petit","22/09/2010","769","","1","7","1","185","79","3","MIDFIELDER_CENTRAL","","203","103","176","826"
"DETAILED_FUTURE_REGEN","Gabriel","","Amato","22/09/2010","1649","","1","4","1","182","77","2","ATTACKER_CENTRAL","","108497","102","164","89"
"DETAILED_FUTURE_REGEN","John Arne","","Riise","24/09/2010","786","","0","3","4","188","82","3","DEFENDER_LEFT_SIDE","","800012","102","168","1289"
"DETAILED_FUTURE_REGEN","Javier","","Milei","22/10/2010","1649","","1","4","3","184","78","4","GOALKEEPER","","102431","103","175","102493"
"DETAILED_FUTURE_REGEN","Giacomo","","Bulgarelli","24/10/2010","776","","1","5","2","176","69","3","ATTACKING_MIDFIELDER_CENTRAL","","5280179","103","174","106072"
"DETAILED_FUTURE_REGEN","Fernando","","Gamboa","28/10/2010","1649","","1","10","5","181","72","2","DEFENDER_CENTRAL","","14005275","102","167","91"
"DETAILED_FUTURE_REGEN","Giacomo","","Cipriani","28/10/2010","776","","1","6","3","190","82","2","ATTACKER_CENTRAL","","474","102","169","1111"
"DETAILED_FUTURE_REGEN","Fritz","","Walter","31/10/2010","771","","0","2","3","175","74","2","ATTACKING_MIDFIELDER_CENTRAL","","585","103","179","945"
"DETAILED_FUTURE_REGEN","Gunnar","","Gren","31/10/2010","797","","0","5","2","174","69","2","ATTACKING_MIDFIELDER_CENTRAL","","438","104","182","1803"
"DETAILED_FUTURE_REGEN","Ivan","","Kolev","01/11/2010","760","","0","5","3","170","64","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","1300169","103","174","116384"
"DETAILED_FUTURE_REGEN","Jorge","Jorge Koochoi","Koochoi Sarmiento","02/11/2010","110","","7","6","3","175","73","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","102996","102","165","117754"
"DETAILED_FUTURE_REGEN","José","","Águas","09/11/2010","788","","3","15","3","181","75","3","ATTACKER_CENTRAL","","19013752","103","173","1487"
"DETAILED_FUTURE_REGEN","Ivan","","Pelizzoli","17/11/2010","776","","0","5","1","197","89","2","GOALKEEPER","","Bergamo","102","165","1100"
"DETAILED_FUTURE_REGEN","Gary","","Lineker","30/11/2010","765","","0","7","3","177","74","2","ATTACKER_CENTRAL","","100058","104","186","673"
"DETAILED_FUTURE_REGEN","John","","Terry","07/12/2010","765","","0","7","5","187","91","4","DEFENDER_CENTRAL","","8600214","104","182","630"
"DETAILED_FUTURE_REGEN","Fredrik","","Risp","14/12/2010","797","","0","5","2","186","80","2","DEFENDER_CENTRAL","","Lysekil","102","161","2616"
"DETAILED_FUTURE_REGEN","Emmanuel","","Amunike","25/12/2010","38","","3","16","3","178","73","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","Eze Obodo","103","170","5340749"
"DETAILED_FUTURE_REGEN","Enrico","","Chiesa","29/12/2010","776","","1","7","2","176","70","4","ATTACKER_CENTRAL","","504","103","172","1167"
"DETAILED_FUTURE_REGEN","Haochen","Guo Haochen","Guo","01/01/2011","110","","10","8","5","181","73","3","ATTACKER_CENTRAL","","128055","96","-7","814086"
"DETAILED_FUTURE_REGEN","Haokun","Yang Haokun","Yang","01/01/2011","110","","10","9","5","175","71","3","ATTACKER_CENTRAL","","128057","96","-7","2000337868"
"DETAILED_FUTURE_REGEN","Jason","Jason Chan","Scott-Lee","01/01/2011","110","","10","7","3","176","72","2","MIDFIELDER_CENTRAL","","100047","102","161","650"
"DETAILED_FUTURE_REGEN","George","","Latham","11/01/2011","801","","0","5","3","184","80","2","DEFENDER_CENTRAL","","Newtown","103","172","625"
"DETAILED_FUTURE_REGEN","Gérson","Gérson","de Oliveira Nunes","11/01/2011","1651","","1","6","3","170","68","3","MIDFIELDER_CENTRAL","","Niteroi","103","176","322"
"DETAILED_FUTURE_REGEN","Jie","Zou Jie","Zou","17/01/2011","110","","10","7","5","183","83","4","ATTACKER_CENTRAL","","128057","100","146","2000337865"
"DETAILED_FUTURE_REGEN","Guido","","Buchwald","24/01/2011","771","","0","5","2","188","90","2","DEFENDER_CENTRAL","","583","103","170","954"
"DETAILED_FUTURE_REGEN","Francis","","Jeffers","25/01/2011","765","","0","7","3","178","64","4","ATTACKER_CENTRAL","","100047","102","168","650"
"DETAILED_FUTURE_REGEN","Hans-Jürgen","","Dörner","25/01/2011","771","","0","4","2","175","68","2","DEFENDER_CENTRAL","","879547","103","178","911"
"DETAILED_FUTURE_REGEN","Emil","","Gargorov","14/02/2011","760","","0","3","3","168","65","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","Sofia","102","167","352"
"DETAILED_FUTURE_REGEN","Heurelho","Gomes","da Silva Gomes","15/02/2011","1651","","1","11","5","191","91","2","GOALKEEPER","","320583","102","165","311869"
"DETAILED_FUTURE_REGEN","Filip","","Matić","19/02/2011","802","","0","1","3","194","85","3","MIDFIELDER_CENTRAL","","10301153","100","-10","136460"
"DETAILED_FUTURE_REGEN","Jari","","Litmanen","20/02/2011","768","","0","4","3","182","80","2","ATTACKING_MIDFIELDER_CENTRAL","","1300359","103","176","510217"
"DETAILED_FUTURE_REGEN","John","","Charles","21/02/2011","801","","1","6","2","189","80","4","DEFENDER_CENTRAL","","Swansea","103","179","671"
"DETAILED_FUTURE_REGEN","Gareth","","Barry","23/02/2011","765","","0","6","3","183","79","3","MIDFIELDER_CENTRAL","","7940579","102","167","618"
"DETAILED_FUTURE_REGEN","Ji-Sung","Park Ji-Sung","Park","25/02/2011","135","","10","6","5","175","72","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","134623","102","168","5707530"
"DETAILED_FUTURE_REGEN","Jair","Jair da Rosa","da Rosa Pinto","21/03/2011","1651","","3","9","3","168","64","2","ATTACKING_MIDFIELDER_CENTRAL","","Quatis","103","178","339"
"DETAILED_FUTURE_REGEN","Jeronimo Claudemir","Cacau","Barreto","26/03/2011","771","","3","18","3","179","74","2","ATTACKER_CENTRAL","","Santo André (SP)","102","168","899"
"DETAILED_FUTURE_REGEN","Joachim","","Streich","13/04/2011","771","","0","3","1","173","67","2","ATTACKER_CENTRAL","","879157","103","177","928"
"DETAILED_FUTURE_REGEN","Finidi","","George","15/04/2011","38","","3","17","5","189","79","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","5410021","103","170","992"
"DETAILED_FUTURE_REGEN","Feng","Gao Feng","Gao","22/04/2011","110","","10","8","5","178","67","4","ATTACKER_CENTRAL","","128044","101","156","406"
"DETAILED_FUTURE_REGEN","John","","O'Shea","29/04/2011","789","","0","1","3","190","80","2","DEFENDER_CENTRAL","","Waterford","102","167","680"
"DETAILED_FUTURE_REGEN","Franky","","van der Elst","30/04/2011","757","","0","2","2","184","76","4","MIDFIELDER_CENTRAL","","8150886","103","171","257"
"DETAILED_FUTURE_REGEN","György","","Orth","30/04/2011","773","","0","4","5","178","75","2","ATTACKING_MIDFIELDER_CENTRAL","","1300576","103","178","1060"
"DETAILED_FUTURE_REGEN","Eric","","Djemba-Djemba","03/05/2011","11","","3","15","5","180","77","2","MIDFIELDER_CENTRAL","","Douala","102","163","846"
"DETAILED_FUTURE_REGEN","Hugo Miguel","Hugo Pinheiro","Fernandes Pinheiro","20/05/2011","788","","1","5","3","185","80","2","GOALKEEPER","","Marinha Grande","102","168","1476"
"DETAILED_FUTURE_REGEN","Ian","","Rush","20/05/2011","801","","0","5","5","183","76","2","ATTACKER_CENTRAL","","354536","103","178","741"
"DETAILED_FUTURE_REGEN","Iker","","Casillas","20/05/2011","796","","1","5","5","185","84","3","GOALKEEPER","","341","104","189","1736"
"DETAILED_FUTURE_REGEN","José","","Nasazzi","24/05/2011","1657","","1","6","3","182","79","2","DEFENDER_CENTRAL","","102998","104","185","1923"
"DETAILED_FUTURE_REGEN","Johan","","Elmander","26/05/2011","797","","0","7","2","188","79","2","ATTACKER_CENTRAL","","419","102","163","1013"
"DETAILED_FUTURE_REGEN","Éwerthon Henrique","Éwerthon","de Souza","09/06/2011","1651","","3","18","3","175","67","2","ATTACKER_CENTRAL","","107183","102","169","907"
"DETAILED_FUTURE_REGEN","Emiliano","","Moretti","10/06/2011","776","","1","2","3","185","80","3","DEFENDER_LEFT_SIDE","","Rome","102","162","43079153"
"DETAILED_FUTURE_REGEN","Guy","","Demel","12/06/2011","24","","3","17","5","189","85","4","DEFENDER_CENTRAL","","Paris","102","161","907"
"DETAILED_FUTURE_REGEN","José Emilio","José Amavisca","Amavisca","19/06/2011","796","","1","7","5","182","68","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","4212762","103","170","1747"
"DETAILED_FUTURE_REGEN","Gyula","","Lázár","24/06/2011","773","","0","4","3","179","73","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","Füzesgyarmat","103","170","1060"
"DETAILED_FUTURE_REGEN","Fabien","","Barthez","28/06/2011","769","","1","6","3","180","78","3","GOALKEEPER","","34016019","104","180","886"
"DETAILED_FUTURE_REGEN","Harry","","Liu","01/07/2011","110","","10","6","5","178","74","2","ATTACKING_MIDFIELDER_CENTRAL","","100062","97","-8","708"
"DETAILED_FUTURE_REGEN","Joaquín","Joaquín","Sánchez Rodríguez","21/07/2011","796","","1","5","2","179","75","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","7444908","103","172","1733"
"DETAILED_FUTURE_REGEN","Jesper","","Håkansson","14/08/2011","764","","0","5","1","175","73","3","ATTACKER_CENTRAL","","3400027","103","170","507"
"DETAILED_FUTURE_REGEN","João","","Pinto","19/08/2011","788","","1","7","3","171","67","4","ATTACKING_MIDFIELDER_CENTRAL","","Porto","103","176","1489"
"DETAILED_FUTURE_REGEN","Hakan","","Şükür","01/09/2011","799","","2","8","5","190","81","4","ATTACKER_CENTRAL","","453173","103","172","1871"
"DETAILED_FUTURE_REGEN","Johann","","Neeskens","15/09/2011","784","","1","6","2","179","74","4","MIDFIELDER_CENTRAL","","Heemstede","104","186","1036"
"DETAILED_FUTURE_REGEN","Flórián","","Albert","17/09/2011","773","","1","6","2","180","76","4","ATTACKING_MIDFIELDER_CENTRAL","","7520306","103","178","1055"
"DETAILED_FUTURE_REGEN","Erwin","","Koeman","20/09/2011","784","","0","5","2","180","73","3","MIDFIELDER_CENTRAL","","37082172","103","172","1007"
"DETAILED_FUTURE_REGEN","Henrik","","Larsson","20/09/2011","12","","9","13","2","178","76","4","ATTACKER_CENTRAL","","416","104","187","1798"
"DETAILED_FUTURE_REGEN","Gaby","","Mudingayi","30/09/2011","757","","3","18","3","180","80","2","MIDFIELDER_CENTRAL","","Kinshasa","102","163","168"
"DETAILED_FUTURE_REGEN","Gaël","","Givet","08/10/2011","769","","0","7","3","181","85","3","DEFENDER_LEFT_SIDE","","6200207","102","168","826"
"DETAILED_FUTURE_REGEN","Jorge","","Costa","14/10/2011","788","","1","6","3","188","86","2","DEFENDER_CENTRAL","","Porto","103","173","1478"
"DETAILED_FUTURE_REGEN","Gunnar","","Nordahl","19/10/2011","797","","0","5","2","174","69","2","ATTACKER_CENTRAL","","421","104","184","1806"
"DETAILED_FUTURE_REGEN","Fredi","","Bobic","30/10/2011","771","","0","7","3","188","81","2","ATTACKER_CENTRAL","","1301184","102","169","954"
"DETAILED_FUTURE_REGEN","Ian","","Walker","31/10/2011","765","","0","6","1","188","84","2","GOALKEEPER","","100094","102","165","728"
"DETAILED_FUTURE_REGEN","Jermaine","","Jones","02/11/2011","390","","9","11","3","183","80","2","MIDFIELDER_CENTRAL","","Frankfurt/Main","102","162","912"
"DETAILED_FUTURE_REGEN","Gustavo","","Neffa","03/11/2011","1655","","1","4","3","178","71","2","ATTACKING_MIDFIELDER_CENTRAL","","102926","103","173","102924"
"DETAILED_FUTURE_REGEN","Ivar","","Stafuza","06/11/2011","1649","","1","4","1","163","59","4","DEFENDER_CENTRAL","","14005299","102","165","82"
"DETAILED_FUTURE_REGEN","Joe","","Cole","08/11/2011","765","","0","6","2","176","70","4","ATTACKING_MIDFIELDER_CENTRAL","","7940519","103","179","735"
"DETAILED_FUTURE_REGEN","Enrique","","Hrabina","09/11/2011","1649","","1","4","1","177","68","3","DEFENDER_LEFT_SIDE","","102431","102","166","108517"
"DETAILED_FUTURE_REGEN","Jorge Miguel","Jorge Ribeiro","de Oliveira Ribeiro","09/11/2011","788","","1","6","5","172","71","3","DEFENDER_LEFT_SIDE","","819","102","166","1487"
"DETAILED_FUTURE_REGEN","Enzo","","Francescoli","12/11/2011","1657","","0","7","3","181","72","4","ATTACKING_MIDFIELDER_CENTRAL","","102998","104","187","1926"
"DETAILED_FUTURE_REGEN","Johnny","","Rep","25/11/2011","784","","0","3","3","180","74","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","Zaandam","103","178","992"
"DETAILED_FUTURE_REGEN","Franz","","Binder","01/12/2011","755","","1","4","3","181","75","2","ATTACKER_CENTRAL","","1300072","103","178","155"
"DETAILED_FUTURE_REGEN","Francesco","","Toldo","02/12/2011","776","","0","6","3","196","90","2","GOALKEEPER","","537","103","176","1099"
