"DETAILED_FUTURE_REGEN","First Name","Common Name","Last Name","Birth date","Nation","Favourite Team","Ethnicity","Skin Tone","Hair Colour","Height(in cm)","Weight(in kg)","Preferred Foot","Preferred Position","Favourite Number","Birth City","CA","PA","Club ID"
"DETAILED_FUTURE_REGEN","Zijie","Huang Zijie","Huang","27/07/2009","110","","10","6","5","176","69","3","DEFENDER_LEFT_SIDE","","5026127","96","-7","67035574"
"DETAILED_FUTURE_REGEN","Yicheng","Yao Yicheng","Yao","04/09/2009","110","","10","7","5","179","74","2","ATTACKER_CENTRAL","","128055","96","-7","814086"
"DETAILED_FUTURE_REGEN","Yutong","Tao Yutong","Tao","01/01/2010","110","","10","6","5","174","65","2","MIDFIELDER_CENTRAL","","103194","96","-7","4212780"
"DETAILED_FUTURE_REGEN","Xavier","Xavi","Hernández Creus","25/01/2010","796","","1","2","5","170","68","2","MIDFIELDER_CENTRAL","","109057","104","186","1708"
"DETAILED_FUTURE_REGEN","Yong","Sui Yong","Sui","27/01/2010","110","","10","6","5","177","69","3","ATTACKER_CENTRAL","","128050","100","147","412"
"DETAILED_FUTURE_REGEN","Yasuhito","","Endo","28/01/2010","116","","10","8","5","178","75","2","MIDFIELDER_CENTRAL","","789285","102","161","107296"
"DETAILED_FUTURE_REGEN","Youssouf","","Hadji","25/02/2010","34","","2","11","3","183","78","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","Ifrane","102","167","827"
"DETAILED_FUTURE_REGEN","Walter","","Zenga","28/04/2010","776","","1","2","3","188","83","2","GOALKEEPER","","509","103","178","1135"
"DETAILED_FUTURE_REGEN","Zat","","Knight","01/05/2010","765","","3","15","5","198","94","2","DEFENDER_CENTRAL","","Solihull","102","165","654"
"DETAILED_FUTURE_REGEN","Yossi","","Benayoun","04/05/2010","775","","2","5","5","175","67","4","ATTACKING_MIDFIELDER_CENTRAL","","7861950","102","164","1093"
"DETAILED_FUTURE_REGEN","Zdenek","","Grygera","13/05/2010","763","","0","2","5","185","78","2","DEFENDER_RIGHT_SIDE","","Holesov","102","164","467"
"DETAILED_FUTURE_REGEN","Walter","","Erviti","12/06/2010","1649","","1","5","2","172","68","3","MIDFIELDER_CENTRAL","","102431","102","167","96"
"DETAILED_FUTURE_REGEN","Zhijun","Hu Zhijun","Hu","24/07/2010","110","","10","7","5","174","69","2","ATTACKER_CENTRAL","","128055","101","154","409"
"DETAILED_FUTURE_REGEN","Wayne","","Bridge","04/08/2010","765","","0","7","3","180","81","3","DEFENDER_LEFT_SIDE","","Southampton","102","169","713"
"DETAILED_FUTURE_REGEN","Weiguo","Peng Weiguo","Peng","10/08/2010","110","","10","7","5","172","68","2","ATTACKING_MIDFIELDER_CENTRAL","","128055","101","157","409"
"DETAILED_FUTURE_REGEN","Zhi","Zheng Zhi","Zheng","20/08/2010","110","","10","7","5","180","75","2","MIDFIELDER_CENTRAL","","128044","102","163","2000337864"
"DETAILED_FUTURE_REGEN","Ying-jeou","Ma Ying-jeou","Ma","13/10/2010","138","","10","7","5","179","72","2","ATTACKER_CENTRAL","","103195","102","160","2000094692"
"DETAILED_FUTURE_REGEN","Winston","","Bogarde","22/10/2010","784","","3","16","5","188","83","3","DEFENDER_CENTRAL","","742","102","168","1004"
"DETAILED_FUTURE_REGEN","Yijun","Mao Yijun","Mao","18/12/2010","110","","10","8","5","186","78","2","DEFENDER_CENTRAL","","128046","101","152","414"
"DETAILED_FUTURE_REGEN","Yiwei","Qiu Yiwei","Qiu","01/01/2011","110","","10","8","5","180","69","4","MIDFIELDER_CENTRAL","","131146","96","-7","67023712"
"DETAILED_FUTURE_REGEN","Zhiyi","Zheng Zhiyi","Zheng","01/01/2011","110","","10","8","5","173","67","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","103194","96","-7","4212395"
"DETAILED_FUTURE_REGEN","Zlatko","","Zahovič","01/02/2011","795","","0","6","5","180","76","2","ATTACKING_MIDFIELDER_CENTRAL","","1301184","103","178","1629"
"DETAILED_FUTURE_REGEN","Zhaojun","Hu Zhaojun","Hu","01/03/2011","110","","10","8","5","182","75","4","MIDFIELDER_CENTRAL","","128057","100","148","2000337865"
"DETAILED_FUTURE_REGEN","Yaokun","Zhang Yaokun","Zhang","07/04/2011","110","","10","9","3","181","78","3","DEFENDER_CENTRAL","","128057","100","148","2000337865"
"DETAILED_FUTURE_REGEN","Yalin","Zhang Yalin","Zhang","19/04/2011","110","","10","7","3","186","75","3","DEFENDER_CENTRAL","","128057","100","146","2000337865"
"DETAILED_FUTURE_REGEN","Xinxin","Wang Xinxin","Wang","27/04/2011","110","","10","6","5","182","74","4","ATTACKER_CENTRAL","","128044","101","151","2000337864"
"DETAILED_FUTURE_REGEN","Walter","","Silvani","11/05/2011","1649","","1","5","5","185","77","2","ATTACKER_CENTRAL","","108499","102","169","94"
"DETAILED_FUTURE_REGEN","Zoubaier","","Baya","15/05/2011","51","","2","8","5","174","68","3","ATTACKING_MIDFIELDER_CENTRAL","","M'saken","102","167","106858"
"DETAILED_FUTURE_REGEN","Vujadin","","Boškov","16/05/2011","802","","0","2","2","170","70","4","ATTACKING_MIDFIELDER_RIGHT_SIDE","","Begec","103","171","1957"
"DETAILED_FUTURE_REGEN","Walter","","Meeuws","11/07/2011","757","","0","4","3","185","78","2","DEFENDER_CENTRAL","","8","103","172","260"
"DETAILED_FUTURE_REGEN","Yi","Chen Yi","Chen","26/08/2011","110","","10","7","5","177","73","2","ATTACKER_CENTRAL","","1023894","102","167","23447397"
"DETAILED_FUTURE_REGEN","Willy","","van de Kerkhof","16/09/2011","784","","0","11","2","182","78","4","MIDFIELDER_CENTRAL","","760","103","172","1009"
"DETAILED_FUTURE_REGEN","Willy","","Caballero","27/09/2011","1649","","1","9","3","185","83","2","GOALKEEPER","","14006926","102","167","82"
"DETAILED_FUTURE_REGEN","Zlatan","","Ibrahimović","03/10/2011","759","","0","6","5","195","95","4","ATTACKER_CENTRAL","","424","104","186","1816"
"DETAILED_FUTURE_REGEN","Zurab","","Khizanishvili","05/10/2011","770","","4","4","3","186","80","2","DEFENDER_CENTRAL","","Tbilisi","102","164","892"
"DETAILED_FUTURE_REGEN","Volkan","","Demirel","26/10/2011","799","","2","7","5","191","90","2","GOALKEEPER","","1301222","102","165","130359"
"DETAILED_FUTURE_REGEN","Xabier","Xabi Alonso","Alonso","25/11/2011","796","","0","5","2","183","77","4","MIDFIELDER_CENTRAL","","4212175","104","183","1742"
"DETAILED_FUTURE_REGEN","Yiyang","Yao Yiyang","Yao","12/12/2011","110","","10","7","5","178","73","2","ATTACKING_MIDFIELDER_CENTRAL","","128046","96","-7","814086"
"DETAILED_FUTURE_REGEN","Zichen","Rao Zichen","Rao","01/01/2012","110","","10","8","5","176","67","3","DEFENDER_LEFT_SIDE","","5627734","96","-7","67196154"
"DETAILED_FUTURE_REGEN","Zimo","Lu Zimo","Lu","01/01/2012","110","","10","6","5","182","74","3","ATTACKER_CENTRAL","","103194","96","-7","814086"
"DETAILED_FUTURE_REGEN","Yong-Gi","Ryang Yong-Gi","Ryang","07/01/2012","129","","10","6","5","172","69","2","MIDFIELDER_CENTRAL","","788890","101","157","107283"
"DETAILED_FUTURE_REGEN","Xiang","Sun Xiang","Sun","15/01/2012","110","","10","8","5","180","75","3","DEFENDER_LEFT_SIDE","","128046","101","154","414"
"DETAILED_FUTURE_REGEN","Yaodong","Tang Yaodong","Tang","08/02/2012","110","","10","8","5","174","70","2","ATTACKER_CENTRAL","","128044","101","153","2000337864"
"DETAILED_FUTURE_REGEN","Wei","Du Wei","Du","09/02/2012","110","","10","8","5","187","78","4","DEFENDER_CENTRAL","","5620172","101","154","414"
"DETAILED_FUTURE_REGEN","Yasuhiko","","Okudera","12/03/2012","116","","10","9","5","177","75","2","MIDFIELDER_CENTRAL","","Kazuno","102","168","1187"
"DETAILED_FUTURE_REGEN","Willington","","Ortíz","26/03/2012","1653","","3","15","5","169","68","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","8825884","103","173","309"
"DETAILED_FUTURE_REGEN","Zeyang","Dai Zeyang","Dai","15/04/2012","110","","10","7","5","184","76","2","DEFENDER_CENTRAL","","128046","96","-7","67035574"
"DETAILED_FUTURE_REGEN","Yoshikazu","","Nagai","16/04/2012","116","","10","10","5","169","68","3","ATTACKER_CENTRAL","","789624","101","159","1198"
"DETAILED_FUTURE_REGEN","Zdeněk","","Nehoda","09/05/2012","763","","0","5","2","181","78","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","136076","103","175","5640780"
"DETAILED_FUTURE_REGEN","Yong-Jo","Hong Yong-Jo","Hong","22/05/2012","129","","10","6","5","174","72","2","ATTACKER_CENTRAL","","103205","101","154","5621797"
"DETAILED_FUTURE_REGEN","Zvjezdan","","Misimović","05/06/2012","802","","0","5","3","180","79","4","ATTACKING_MIDFIELDER_CENTRAL","","München","102","165","915"
"DETAILED_FUTURE_REGEN","Zinedine","","Zidane","23/06/2012","5","","2","7","3","185","78","2","ATTACKING_MIDFIELDER_CENTRAL","","207","108","199","825"
"DETAILED_FUTURE_REGEN","Wael","","Reyad","02/08/2012","16","","2","9","3","168","65","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","103015","102","168","106756"
"DETAILED_FUTURE_REGEN","Youssouf","","Hersi","20/08/2012","784","","9","13","3","180","76","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","5390177","102","164","992"
"DETAILED_FUTURE_REGEN","Zhaohui","Yang Zhaohui","Yang","14/09/2012","110","","10","8","5","178","72","3","MIDFIELDER_CENTRAL","","103194","101","153","406"
"DETAILED_FUTURE_REGEN","Weichang","Qian Weichang","Qian","09/10/2012","110","","10","6","5","167","68","3","ATTACKING_MIDFIELDER_LEFT_SIDE","","5620150","101","158","2000082648"
"DETAILED_FUTURE_REGEN","Yakubu","Yakubu","Aiyegbeni","22/11/2012","38","","3","17","5","183","83","4","ATTACKER_CENTRAL","","105356","102","164","1093"
"DETAILED_FUTURE_REGEN","Zhongxun","Gao Zhongxun","Gao","11/12/2012","110","","10","8","5","176","74","2","MIDFIELDER_CENTRAL","","5635790","101","155","23492352"
"DETAILED_FUTURE_REGEN","Wynton","","Rufer","29/12/2012","1438","","9","7","3","181","80","2","ATTACKER_CENTRAL","","103176","102","166","432295"
"DETAILED_FUTURE_REGEN","Yangchen","Jing Yangchen","Jing","01/01/2013","110","","10","7","5","179","72","2","ATTACKER_CENTRAL","","103194","97","-7","4212294"
"DETAILED_FUTURE_REGEN","Yubin","Fu Yubin","Fu","01/01/2013","110","","10","8","3","178","69","3","GOALKEEPER","","128044","101","157","2000337864"
"DETAILED_FUTURE_REGEN","Yaya","","Sanogo","27/01/2013","769","","3","17","5","194","75","2","ATTACKER_CENTRAL","","8428186","102","164","824"
"DETAILED_FUTURE_REGEN","Xiuquan","Jia Xiuquan","Jia","23/03/2013","110","","10","8","5","186","75","2","DEFENDER_CENTRAL","","128057","102","160","2000337864"
"DETAILED_FUTURE_REGEN","Weisi","Nian Weisi","Nian","11/05/2013","110","","10","8","5","176","71","3","ATTACKER_CENTRAL","","103194","101","156","406"
"DETAILED_FUTURE_REGEN","Xirong","Chen Xirong","Chen","12/05/2013","110","","10","7","5","173","68","2","MIDFIELDER_CENTRAL","","128055","101","152","409"
"DETAILED_FUTURE_REGEN","Yaya","","Touré","13/05/2013","24","","3","17","5","191","90","2","MIDFIELDER_CENTRAL","","5390183","103","178","3506513"
"DETAILED_FUTURE_REGEN","Yunfeng","Hu Yunfeng","Hu","05/06/2013","110","","10","8","5","177","72","2","ATTACKER_CENTRAL","","128046","101","152","2000337864"
"DETAILED_FUTURE_REGEN","Yi","Zhuang Yi","Zhuang","11/07/2013","110","","10","8","5","177","73","2","ATTACKER_CENTRAL","","128044","101","151","2000337864"
"DETAILED_FUTURE_REGEN","Young-Moo","Lee Young-Moo","Lee","26/07/2013","135","","10","11","5","165","62","2","MIDFIELDER_CENTRAL","","5707546","101","159","136431"
"DETAILED_FUTURE_REGEN","Yury","","Zhirkov","20/08/2013","791","","0","7","3","180","76","3","DEFENDER_LEFT_SIDE","","477404","102","165","477403"
"DETAILED_FUTURE_REGEN","Weiliang","Yu Weiliang","Yu","17/09/2013","110","","10","8","5","187","83","3","GOALKEEPER","","128046","101","153","414"
"DETAILED_FUTURE_REGEN","Wolfgang","","Overath","29/09/2013","771","","1","6","2","176","72","4","MIDFIELDER_CENTRAL","","Düsseldorf","103","177","916"
"DETAILED_FUTURE_REGEN","Xavier","Chen Tsan-yuan","Chen","05/10/2013","138","","10","7","3","174","69","2","DEFENDER_RIGHT_SIDE","","14","102","164","231"
"DETAILED_FUTURE_REGEN","Zlatko","","Čajkovski","24/11/2013","761","","0","6","3","178","76","2","MIDFIELDER_CENTRAL","","1300221","103","174","432"
"DETAILED_FUTURE_REGEN","Zedong","Mao Zedong","Mao","26/12/2013","110","","10","8","5","180","78","4","GOALKEEPER","","5625580","102","169","23025595"
"DETAILED_FUTURE_REGEN","Zhiyang","Jin Zhiyang","Jin","10/01/2014","110","","10","8","5","172","68","2","MIDFIELDER_CENTRAL","","103194","101","153","406"
"DETAILED_FUTURE_REGEN","Yijun","Guo Yijun","Guo","15/01/2014","110","","10","7","5","179","71","2","ATTACKING_MIDFIELDER_CENTRAL","","128055","101","153","409"
"DETAILED_FUTURE_REGEN","Wes","","Morgan","21/01/2014","377","","3","14","3","186","83","2","DEFENDER_CENTRAL","","Nottingham","102","164","692"
"DETAILED_FUTURE_REGEN","Xia","Yao Xia","Yao","28/01/2014","110","","10","8","5","172","69","3","ATTACKING_MIDFIELDER_RIGHT_SIDE","","128059","101","154","23447397"
"DETAILED_FUTURE_REGEN","Willem","","van Hanegem","20/02/2014","784","","0","5","2","182","76","2","MIDFIELDER_CENTRAL","","Breskens","103","176","1013"
"DETAILED_FUTURE_REGEN","Yuankui","Li Yuankui","Li","15/03/2014","110","","10","8","5","184","76","3","DEFENDER_CENTRAL","","103194","101","155","416"
"DETAILED_FUTURE_REGEN","Wusheng","Qi Wusheng","Qi","20/05/2014","110","","10","8","3","176","69","3","MIDFIELDER_CENTRAL","","131214","101","154","2000337864"
"DETAILED_FUTURE_REGEN","Władysław","","Żmuda","06/06/2014","787","","0","4","5","187","82","2","DEFENDER_CENTRAL","","710062","103","175","1469"
"DETAILED_FUTURE_REGEN","Yang","Xu Yang","Xu","06/06/2014","110","","10","8","5","183","76","2","MIDFIELDER_CENTRAL","","128044","101","152","406"
"DETAILED_FUTURE_REGEN","Wesley","","Sneijder","09/06/2014","784","","0","2","2","170","67","4","MIDFIELDER_CENTRAL","","740","104","188","992"
"DETAILED_FUTURE_REGEN","Walter","","Gargano","23/07/2014","1657","","1","9","3","168","65","2","MIDFIELDER_CENTRAL","","Paysandú","102","164","1918"
"DETAILED_FUTURE_REGEN","Wilson","","Palacios","29/07/2014","376","","3","15","5","178","75","4","MIDFIELDER_CENTRAL","","7720004","102","165","102369"
"DETAILED_FUTURE_REGEN","Young-Jeung","Cho Young-Jeung","Cho","18/08/2014","135","","10","9","5","172","69","2","DEFENDER_CENTRAL","","66026708","101","158","5704197"
"DETAILED_FUTURE_REGEN","Xiaoping","Deng Xiaoping","Deng","22/08/2014","110","","10","8","5","158","56","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","1023892","102","167","23447397"
"DETAILED_FUTURE_REGEN","Zilin","Wang Zilin","Wang","03/09/2014","110","","10","6","5","172","64","3","MIDFIELDER_CENTRAL","","103194","97","-8","1456"
"DETAILED_FUTURE_REGEN","William","","Viali","16/11/2014","776","","2","5","3","185","78","2","DEFENDER_CENTRAL","","7985265","102","164","1106"
"DETAILED_FUTURE_REGEN","Wangsong","Tan Wangsong","Tan","19/12/2014","110","","10","8","5","180","68","3","DEFENDER_RIGHT_SIDE","","128041","100","147","23447397"
"DETAILED_FUTURE_REGEN","Wayne","","Routledge","07/01/2015","765","","9","12","3","170","76","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","Sidcup","102","162","642"
"DETAILED_FUTURE_REGEN","Wim","","Suurbier","16/01/2015","784","","0","5","3","178","73","3","DEFENDER_RIGHT_SIDE","","726","103","172","992"
"DETAILED_FUTURE_REGEN","Zhen","Guan Zhen","Guan","06/02/2015","110","","10","8","5","186","78","4","GOALKEEPER","","128039","100","149","416"
"DETAILED_FUTURE_REGEN","Xiaobin","Zhang Xiaobin","Zhang","14/02/2015","110","","10","8","5","177","70","4","MIDFIELDER_CENTRAL","","5628894","100","148","406"
"DETAILED_FUTURE_REGEN","Wilfried","","van Moer","01/03/2015","757","","0","4","2","178","73","3","MIDFIELDER_CENTRAL","","Beveren","103","171","298"
"DETAILED_FUTURE_REGEN","Zbigniew","","Boniek","03/03/2015","787","","0","6","2","181","77","2","ATTACKING_MIDFIELDER_CENTRAL","","129535","103","176","1468"
"DETAILED_FUTURE_REGEN","Willie","","Miller","02/05/2015","793","","0","6","3","179","74","2","DEFENDER_CENTRAL","","102580","102","167","1588"
"DETAILED_FUTURE_REGEN","Xiaopeng","Li Xiaopeng","Li","20/06/2015","110","","10","6","5","182","76","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","128050","101","153","116403"
"DETAILED_FUTURE_REGEN","Wai Tong","Lee Wai Tong","Lee","18/09/2015","111","","10","7","5","182","73","2","ATTACKER_CENTRAL","","103195","102","169","102863"
"DETAILED_FUTURE_REGEN","Xiaoting","Feng Xiaoting","Feng","22/10/2015","110","","10","8","5","188","77","3","DEFENDER_CENTRAL","","128057","101","152","2000337865"
"DETAILED_FUTURE_REGEN","Wayne","","Rooney","24/10/2015","765","","0","2","2","178","78","4","ATTACKER_CENTRAL","","100047","104","185","650"
"DETAILED_FUTURE_REGEN","Željko","","Petrović","13/11/2015","62002127","","0","5","5","175","70","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","131115","103","170","1102443"
"DETAILED_FUTURE_REGEN","Xuri","Zhao Xuri","Zhao","03/12/2015","110","","10","8","5","185","76","3","MIDFIELDER_CENTRAL","","128057","101","152","2000337865"
"DETAILED_FUTURE_REGEN","Zhezhen","Ou Zhezhen","Ou","01/01/2016","110","","10","6","5","165","62","2","ATTACKING_MIDFIELDER_CENTRAL","","123882","97","-8","814086"
"DETAILED_FUTURE_REGEN","Yohan","","Cabaye","14/01/2016","769","","0","6","2","173","72","2","MIDFIELDER_CENTRAL","","311","102","164","858"
"DETAILED_FUTURE_REGEN","Younes","","Kaboul","24/01/2016","769","","2","14","5","193","87","2","DEFENDER_CENTRAL","","34016705","102","162","824"
"DETAILED_FUTURE_REGEN","Xiaorui","Zhang Xiaorui","Zhang","05/03/2016","110","","10","8","5","177","76","2","ATTACKING_MIDFIELDER_CENTRAL","","128039","101","154","416"
"DETAILED_FUTURE_REGEN","Walter","","Pandiani","27/04/2016","1657","","1","7","5","184","75","4","ATTACKER_CENTRAL","","102998","102","164","1923"
"DETAILED_FUTURE_REGEN","Yegor","","Titov","29/05/2016","791","","0","4","3","186","79","4","ATTACKING_MIDFIELDER_CENTRAL","","1301073","102","169","1529"
"DETAILED_FUTURE_REGEN","Yoann","","Gourcuff","11/07/2016","769","","0","6","3","185","82","2","ATTACKING_MIDFIELDER_CENTRAL","","85004226","103","172","884"
"DETAILED_FUTURE_REGEN","Yuto","","Nagatomo","12/09/2016","116","","10","8","5","170","68","4","DEFENDER_LEFT_SIDE","","789029","101","158","107313"
"DETAILED_FUTURE_REGEN","Wim","","Jonk","12/10/2016","784","","0","6","2","183","77","2","MIDFIELDER_CENTRAL","","37081954","102","168","1011"
"DETAILED_FUTURE_REGEN","Wim","","Jansen","28/10/2016","784","","0","3","2","167","59","2","MIDFIELDER_CENTRAL","","742","103","177","1013"
"DETAILED_FUTURE_REGEN","Zhanbo","Xiao Zhanbo","Xiao","26/11/2016","110","","10","7","5","180","75","3","MIDFIELDER_CENTRAL","","128044","101","152","2000337864"
"DETAILED_FUTURE_REGEN","Yongpo","Wang Yongpo","Wang","19/01/2017","110","","10","6","5","178","71","2","ATTACKING_MIDFIELDER_LEFT_SIDE","","128050","100","148","116403"
"DETAILED_FUTURE_REGEN","Youssouf","","Mulumbu","26/01/2017","53","","3","17","3","178","76","2","MIDFIELDER_CENTRAL","","Kinshasa","102","163","868"
"DETAILED_FUTURE_REGEN","Walter","","Schachner","01/02/2017","755","","0","5","2","172","69","2","ATTACKING_MIDFIELDER_RIGHT_SIDE","","136537","102","165","16075755"
"DETAILED_FUTURE_REGEN","Youssef","","El Arabi","04/02/2017","34","","2","11","3","183","75","2","ATTACKER_CENTRAL","","Hérouville-Saint-Clair","102","161","2073"
